Row,Write,kill API,chdir API,Accept,B/M/M,Connect,network_http,clone API,Rename,Read,postgresql,S/P,execve API,Label
1691,1976,0,0,20,118,0,1005,0,0,2986,0,1962,0,1
1692,954,0,0,10,68,0,481,0,0,1451,0,948,0,1
1693,1955,0,0,20,100,0,986,0,0,2952,0,1954,0,1
1694,1954,0,0,20,90,0,985,0,0,2950,0,1948,0,1
1695,976,0,0,10,110,0,497,0,0,1495,0,968,0,1
1696,1924,0,0,20,138,0,979,0,0,2914,0,1904,0,1
1697,1976,0,0,20,112,0,996,0,0,2993,0,1966,0,1
1698,978,0,0,10,66,0,493,0,0,1487,0,972,0,1
1699,1949,0,0,20,88,0,983,0,0,2943,0,1934,0,1
1700,1978,0,0,20,116,0,1006,0,0,2988,0,1962,0,1
1701,974,0,0,10,112,0,496,0,0,1494,0,964,0,1
1702,1974,0,0,20,98,0,996,0,0,2980,0,1966,0,1
1703,1900,0,0,20,104,0,958,0,0,2871,0,1889,0,1
1704,978,0,0,10,88,0,499,0,0,1488,0,980,0,1
1705,1913,0,0,20,142,0,973,0,0,2900,0,1900,0,1
1706,1978,0,0,20,134,0,1006,0,0,2997,0,1964,0,1
1707,986,0,0,10,88,0,497,0,0,1510,0,978,0,1
1708,1930,0,0,20,88,0,976,0,0,2914,0,1922,0,1
1709,1986,0,0,20,92,0,1001,0,0,2999,0,1976,0,1
1710,990,0,0,10,94,0,505,0,0,1509,0,992,0,1
1711,1878,0,0,20,152,0,955,0,0,2849,0,1866,0,1
1712,1968,0,0,20,92,0,993,0,0,2971,0,1956,0,1
1713,974,0,0,10,84,0,491,0,0,1489,0,970,0,1
1714,1946,0,0,20,88,0,982,0,0,2936,0,1926,0,1
1715,1972,0,0,20,134,0,1002,0,0,2989,0,1956,0,1
1716,986,0,0,10,70,0,498,0,0,1500,0,978,0,1
1717,1935,0,0,20,118,0,976,0,0,2933,0,1918,0,1
1718,1984,0,0,20,88,0,1001,0,0,2995,0,1968,0,1
1719,973,0,0,10,90,0,495,0,0,1481,0,968,0,1
1720,1890,0,0,20,114,0,960,0,0,2857,0,1882,0,1
1721,1972,0,0,20,134,0,1002,0,0,2991,0,1968,0,1
1722,979,0,0,10,88,0,495,0,0,1497,0,984,0,1
1723,1940,0,0,20,116,0,978,0,0,2937,0,1920,0,1
1724,1978,0,0,20,84,0,998,0,0,2984,0,1970,0,1
1725,962,0,0,10,88,0,489,0,0,1465,0,959,0,1
1726,1962,0,0,20,118,0,998,0,0,2965,0,1944,0,1
1727,1962,0,0,20,112,0,989,0,0,2974,0,1958,0,1
1728,986,0,0,10,68,0,498,0,0,1499,0,980,0,1
1729,1883,0,0,20,96,0,950,0,0,2841,0,1874,0,1
1730,1986,0,0,20,128,0,1010,0,0,3001,0,1972,0,1
1731,981,0,0,10,88,0,495,0,0,1500,0,972,0,1
1732,1932,0,0,20,108,0,974,0,0,2925,0,1918,0,1
1733,1980,0,0,20,110,0,998,0,0,2998,0,1968,0,1
1734,980,0,0,10,66,0,496,0,0,1490,0,974,0,1
1735,1944,0,0,20,88,0,980,0,0,2935,0,1932,0,1
1736,1980,0,0,20,116,0,1007,0,0,2992,0,1966,0,1
1737,972,0,0,10,66,0,490,0,0,1478,0,964,0,1
1738,1924,0,0,20,90,0,972,0,0,2908,0,1912,0,1
1739,1972,0,0,20,96,0,994,0,0,2977,0,1958,0,1
1740,978,0,0,10,110,0,498,0,0,1498,0,968,0,1
1741,1922,0,0,20,128,0,978,0,0,2912,0,1904,0,1
1742,1978,0,0,20,114,0,997,0,0,2996,0,1960,0,1
1743,972,0,0,8,64,0,490,0,0,1476,0,972,0,1
1744,1969,0,0,18,98,0,993,0,0,2973,0,1964,0,1
1745,1972,0,0,18,84,0,994,0,0,2975,0,1958,0,1
1746,986,0,0,10,88,0,497,0,0,1510,0,976,0,1
1747,1936,0,0,20,84,0,977,0,0,2922,0,1920,0,1
1748,1986,0,0,20,92,0,1001,0,0,2998,0,1972,0,1
1749,968,0,0,10,68,0,488,0,0,1470,0,960,0,1
1750,1946,0,0,20,134,0,989,0,0,2950,0,1936,0,1
1751,1966,0,0,20,138,0,1001,0,0,2979,0,1952,0,1
1752,960,0,0,8,84,0,484,0,0,1468,0,956,0,1
1753,1962,0,0,18,86,0,990,0,0,2960,0,1950,0,1
1754,1962,0,0,18,92,0,989,0,0,2961,0,1952,0,1
1755,978,0,0,10,84,0,499,0,0,1487,0,978,0,1
1756,1934,0,0,20,130,0,983,0,0,2931,0,1928,0,1
1757,1978,0,0,20,88,0,998,0,0,2984,0,1960,0,1
1758,974,0,0,10,84,0,491,0,0,1491,0,968,0,1
1759,1942,0,0,20,86,0,981,0,0,2932,0,1928,0,1
1760,1974,0,0,20,136,0,1003,0,0,2993,0,1958,0,1
1761,984,0,0,10,86,0,497,0,0,1506,0,976,0,1
1762,1940,0,0,18,112,0,978,0,0,2940,0,1922,0,1
1763,1933,0,0,20,92,0,976,0,0,2919,0,1920,0,1
1764,976,0,0,10,84,0,496,0,0,1483,0,971,0,1
1765,1930,0,0,20,112,0,982,0,0,2914,0,1916,0,1
1766,1976,0,0,20,132,0,1004,0,0,2994,0,1972,0,1
1767,974,0,0,10,84,0,493,0,0,1492,0,972,0,1
1768,1948,0,0,20,112,0,983,0,0,2953,0,1934,0,1
1769,1974,0,0,20,88,0,996,0,0,2980,0,1962,0,1
1770,986,0,0,10,108,0,501,0,0,1511,0,984,0,1
1771,1895,0,0,20,140,0,964,0,0,2872,0,1880,0,1
1772,1948,0,0,20,110,0,982,0,0,2952,0,1936,0,1
1773,980,0,0,10,62,0,495,0,0,1487,0,976,0,1
1774,1948,0,0,20,88,0,982,0,0,2939,0,1934,0,1
1775,1979,0,0,20,112,0,1007,0,0,2987,0,1970,0,1
1776,974,0,0,10,84,0,491,0,0,1491,0,968,0,1
1777,1943,0,0,20,106,0,981,0,0,2944,0,1932,0,1
1778,1974,0,0,20,110,0,995,0,0,2991,0,1964,0,1
1779,966,0,0,10,108,0,492,0,0,1481,0,964,0,1
1780,1890,0,0,20,134,0,962,0,0,2864,0,1876,0,1
1781,1966,0,0,20,134,0,1000,0,0,2981,0,1950,0,1
1782,973,0,0,10,62,0,491,0,0,1476,0,968,0,1
1783,1972,0,0,20,86,0,994,0,0,2975,0,1956,0,1
1784,1972,0,0,20,90,0,994,0,0,2975,0,1956,0,1
1785,972,0,0,10,106,0,495,0,0,1490,0,964,0,1
1786,1934,0,0,20,132,0,984,0,0,2931,0,1918,0,1
1787,1972,0,0,20,110,0,994,0,0,2988,0,1952,0,1
1788,966,0,0,10,62,0,487,0,0,1468,0,968,0,1
1789,1914,0,0,20,116,0,973,0,0,2892,0,1902,0,1
1790,1964,0,0,20,132,0,999,0,0,2978,0,1950,0,1
1791,980,0,0,10,84,0,494,0,0,1498,0,972,0,1
1792,1938,0,0,20,120,0,979,0,0,2935,0,1926,0,1
1793,1980,0,0,20,88,0,998,0,0,2987,0,1964,0,1
1794,984,0,0,10,62,0,496,0,0,1495,0,978,0,1
1795,1920,0,0,20,120,0,976,0,0,2901,0,1904,0,1
1796,1984,0,0,20,130,0,1009,0,0,3008,0,1972,0,1
1797,968,0,0,10,84,0,488,0,0,1482,0,966,0,1
1798,1910,0,0,20,106,0,964,0,0,2895,0,1904,0,1
1799,1968,0,0,20,144,0,1000,0,0,2984,0,1958,0,1
1800,980,0,0,10,84,0,499,0,0,1489,0,972,0,1
1801,1939,0,0,20,112,0,987,0,0,2928,0,1932,0,1
1802,1980,0,0,20,86,0,999,0,0,2987,0,1972,0,1
1803,976,0,0,8,60,0,492,0,0,1481,0,970,0,1
1804,1942,0,0,20,116,0,981,0,0,2942,0,1930,0,1
1805,1978,0,0,18,112,0,1004,0,0,2988,0,1974,0,1
1806,968,0,0,10,84,0,489,0,0,1482,0,962,0,1
1807,1950,0,0,20,106,0,983,0,0,2955,0,1940,0,1
1808,1968,0,0,20,122,0,993,0,0,2982,0,1952,0,1
1809,972,0,0,10,84,0,494,0,0,1477,0,966,0,1
1810,1956,0,0,20,118,0,995,0,0,2953,0,1942,0,1
1811,1972,0,0,20,92,0,994,0,0,2975,0,1952,0,1
1812,966,0,0,8,62,0,488,0,0,1466,0,958,0,1
1813,1966,0,0,18,88,0,991,0,0,2966,0,1954,0,1
1814,1966,0,0,18,112,0,1000,0,0,2968,0,1948,0,1
1815,970,0,0,10,106,0,493,0,0,1487,0,960,0,1
1816,1932,0,0,20,130,0,984,0,0,2930,0,1930,0,1
1817,1969,0,0,20,120,0,993,0,0,2983,0,1954,0,1
1818,984,0,0,10,62,0,497,0,0,1493,0,974,0,1
1819,1940,0,0,20,86,0,978,0,0,2926,0,1926,0,1
1820,1983,0,0,20,118,0,1009,0,0,2993,0,1976,0,1
1821,976,0,0,10,64,0,492,0,0,1481,0,974,0,1
1822,1976,0,0,20,92,0,996,0,0,2980,0,1968,0,1
1823,1918,0,0,18,100,0,967,0,0,2894,0,1902,0,1
1824,970,0,0,10,106,0,494,0,0,1487,0,960,0,1
1825,1932,0,0,20,134,0,983,0,0,2930,0,1930,0,1
1826,1970,0,0,20,110,0,993,0,0,2985,0,1954,0,1
1827,984,0,0,10,62,0,496,0,0,1493,0,982,0,1
1828,1948,0,0,20,90,0,983,0,0,2938,0,1938,0,1
1829,1984,0,0,20,88,0,1000,0,0,2993,0,1964,0,1
1830,992,0,0,10,108,0,505,0,0,1518,0,990,0,1
1831,1946,0,0,18,112,0,982,0,0,2947,0,1942,0,1
1832,1908,0,0,20,98,0,962,0,0,2878,0,1892,0,1
1833,978,0,0,10,62,0,494,0,0,1486,0,970,0,1
1834,1936,0,0,20,112,0,984,0,0,2925,0,1926,0,1
1835,1978,0,0,20,130,0,1006,0,0,2999,0,1960,0,1
1836,980,0,0,10,84,0,494,0,0,1498,0,982,0,1
1837,1939,0,0,20,106,0,979,0,0,2936,0,1926,0,1
1838,1980,0,0,20,90,0,998,0,0,2987,0,1966,0,1
1839,980,0,0,10,84,0,499,0,0,1489,0,974,0,1
1840,1892,0,0,20,106,0,962,0,0,2856,0,1882,0,1
1841,1980,0,0,20,110,0,999,0,0,2998,0,1962,0,1
1842,970,0,0,10,84,0,490,0,0,1486,0,970,0,1
1843,1944,0,0,20,108,0,981,0,0,2947,0,1946,0,1
1844,1970,0,0,20,110,0,1001,0,0,2976,0,1960,0,1
1845,982,0,0,10,84,0,500,0,0,1492,0,974,0,1
1846,1932,0,0,20,94,0,974,0,0,2914,0,1932,0,1
1847,1982,0,0,20,116,0,1000,0,0,3001,0,1968,0,1
1848,982,0,0,10,84,0,499,0,0,1492,0,972,0,1
1849,1888,0,0,20,108,0,961,0,0,2850,0,1872,0,1
1850,1980,0,0,20,114,0,1007,0,0,2990,0,1970,0,1
1851,982,0,0,10,84,0,496,0,0,1503,0,974,0,1
1852,1924,0,0,20,110,0,970,0,0,2913,0,1916,0,1
1853,1982,0,0,20,114,0,1000,0,0,3003,0,1968,0,1
1854,980,0,0,10,84,0,498,0,0,1489,0,976,0,1
1855,1938,0,0,20,118,0,985,0,0,2926,0,1926,0,1
1856,1980,0,0,20,90,0,998,0,0,2987,0,1974,0,1
1857,980,0,0,10,62,0,495,0,0,1487,0,970,0,1
1858,1948,0,0,20,90,0,982,0,0,2939,0,1938,0,1
1859,1980,0,0,20,110,0,1006,0,0,2989,0,1966,0,1
1860,980,0,0,10,84,0,494,0,0,1499,0,976,0,1
1861,1930,0,0,20,108,0,973,0,0,2925,0,1918,0,1
1862,1978,0,0,20,110,0,997,0,0,2997,0,1972,0,1
1863,978,0,0,8,60,0,495,0,0,1484,0,976,0,1
1864,1944,0,0,20,96,0,980,0,0,2933,0,1938,0,1
1865,1980,0,0,20,114,0,1006,0,0,2989,0,1970,0,1
1866,986,0,0,10,62,0,497,0,0,1496,0,976,0,1
1867,1942,0,0,20,88,0,979,0,0,2930,0,1930,0,1
1868,1986,0,0,20,96,0,1001,0,0,2996,0,1982,0,1
1869,984,0,0,10,106,0,501,0,0,1508,0,978,0,1
1870,1906,0,0,20,134,0,971,0,0,2893,0,1894,0,1
1871,1984,0,0,20,108,0,1000,0,0,3006,0,1976,0,1
1872,955,0,0,10,64,0,482,0,0,1449,0,950,0,1
1873,1956,0,0,18,86,0,986,0,0,2951,0,1954,0,1
1874,1954,0,0,16,108,0,993,0,0,2951,0,1940,0,1
1875,990,0,0,10,84,0,499,0,0,1513,0,982,0,1
1876,1918,0,0,20,116,0,968,0,0,2904,0,1908,0,1
1877,1990,0,0,20,88,0,1003,0,0,3002,0,1980,0,1
1878,984,0,0,10,62,0,496,0,0,1495,0,978,0,1
1879,1920,0,0,20,116,0,976,0,0,2901,0,1904,0,1
1880,1984,0,0,20,134,0,1008,0,0,3008,0,1974,0,1
1881,952,0,0,10,86,0,480,0,0,1458,0,950,0,1
1882,1952,0,0,20,114,0,984,0,0,2958,0,1936,0,1
1883,1950,0,0,20,94,0,983,0,0,2944,0,1931,0,1
1884,986,0,0,10,84,0,502,0,0,1498,0,982,0,1
1885,1920,0,0,20,114,0,976,0,0,2899,0,1910,0,1
1886,1984,0,0,20,110,0,1000,0,0,3004,0,1972,0,1
1887,992,0,0,10,84,0,500,0,0,1518,0,986,0,1
1888,1906,0,0,20,106,0,962,0,0,2889,0,1904,0,1
1889,1990,0,0,20,114,0,1012,0,0,3006,0,1980,0,1
1890,970,0,0,10,86,0,490,0,0,1485,0,966,0,1
1891,1970,0,0,20,114,0,993,0,0,2985,0,1964,0,1
1892,1908,0,0,20,110,0,962,0,0,2888,0,1888,0,1
1893,998,0,0,10,84,0,508,0,0,1517,0,996,0,1
1894,1896,0,0,20,112,0,964,0,0,2862,0,1882,0,1
1895,1998,0,0,20,110,0,1015,0,0,3016,0,1986,0,1
1896,980,0,0,10,84,0,495,0,0,1500,0,974,0,1
1897,1924,0,0,20,120,0,970,0,0,2915,0,1918,0,1
1898,1980,0,0,20,118,0,998,0,0,2998,0,1974,0,1
1899,968,0,0,10,108,0,491,0,0,1483,0,956,0,1
1900,1958,0,0,18,138,0,994,0,0,2968,0,1954,0,1
1901,1906,0,0,20,114,0,962,0,0,2889,0,1892,0,1
1902,988,0,0,10,62,0,499,0,0,1499,0,982,0,1
1903,1930,0,0,20,94,0,975,0,0,2913,0,1918,0,1
1904,1988,0,0,20,110,0,1010,0,0,3001,0,1976,0,1
1905,986,0,0,10,84,0,497,0,0,1507,0,978,0,1
1906,1920,0,0,20,120,0,968,0,0,2910,0,1904,0,1
1907,1984,0,0,20,116,0,1001,0,0,3006,0,1966,0,1
1908,952,0,0,10,108,0,485,0,0,1460,0,954,0,1
1909,1926,0,0,20,132,0,980,0,0,2921,0,1930,0,1
1910,1936,0,0,20,138,0,984,0,0,2934,0,1934,0,1
1911,998,0,0,10,62,0,503,0,0,1512,0,988,0,1
1912,1926,0,0,20,90,0,971,0,0,2906,0,1910,0,1
1913,1996,0,0,20,88,0,1007,0,0,3011,0,1980,0,1
1914,982,0,0,10,106,0,500,0,0,1505,0,976,0,1
1915,1912,0,0,20,134,0,972,0,0,2899,0,1894,0,1
1916,1982,0,0,20,114,0,999,0,0,3003,0,1966,0,1
1917,958,0,0,10,62,0,483,0,0,1456,0,956,0,1
1918,1923,0,0,20,118,0,978,0,0,2905,0,1928,0,1
1919,1956,0,0,20,136,0,995,0,0,2966,0,1956,0,1
1920,980,0,0,10,84,0,494,0,0,1498,0,976,0,1
1921,1935,0,0,20,114,0,976,0,0,2930,0,1928,0,1
1922,1978,0,0,20,90,0,998,0,0,2985,0,1976,0,1
1923,974,0,0,10,62,0,491,0,0,1480,0,968,0,1
1924,1946,0,0,20,88,0,989,0,0,2937,0,1934,0,1
1925,1974,0,0,20,136,0,1004,0,0,2993,0,1968,0,1
1926,982,0,0,10,84,0,495,0,0,1503,0,982,0,1
1927,1882,0,0,20,124,0,949,0,0,2853,0,1866,0,1
1928,1982,0,0,20,94,0,1008,0,0,2992,0,1976,0,1
1929,994,0,0,10,84,0,506,0,0,1510,0,984,0,1
1930,1908,0,0,20,112,0,971,0,0,2881,0,1890,0,1
1931,1993,0,0,20,112,0,1005,0,0,3017,0,1974,0,1
1932,986,0,0,10,84,0,497,0,0,1509,0,978,0,1
1933,1930,0,0,20,110,0,973,0,0,2923,0,1916,0,1
1934,1986,0,0,20,90,0,1001,0,0,2998,0,1968,0,1
1935,996,0,0,10,84,0,503,0,0,1524,0,988,0,1
1936,1902,0,0,20,106,0,961,0,0,2884,0,1890,0,1
1937,1994,0,0,20,108,0,1005,0,0,3021,0,1978,0,1
1938,994,0,0,10,84,0,505,0,0,1510,0,984,0,1
1939,1904,0,0,20,114,0,969,0,0,2876,0,1892,0,1
1940,1994,0,0,20,110,0,1014,0,0,3010,0,1982,0,1
1941,992,0,0,10,84,0,501,0,0,1518,0,988,0,1
1942,1906,0,0,20,106,0,962,0,0,2888,0,1892,0,1
1943,1990,0,0,20,108,0,1004,0,0,3016,0,1984,0,1
1944,989,0,0,10,106,0,503,0,0,1515,0,982,0,1
1945,1894,0,0,20,136,0,963,0,0,2873,0,1880,0,1
1946,1988,0,0,20,110,0,1003,0,0,3012,0,1990,0,1
1947,994,0,0,10,62,0,503,0,0,1508,0,994,0,1
1948,1918,0,0,20,84,0,968,0,0,2894,0,1910,0,1
1949,1994,0,0,20,114,0,1013,0,0,3010,0,1982,0,1
1950,982,0,0,8,62,0,495,0,0,1490,0,976,0,1
1951,1954,0,0,18,88,0,985,0,0,2946,0,1946,0,1
1952,1980,0,0,18,86,0,1000,0,0,2988,0,1974,0,1
1953,984,0,0,10,114,0,501,0,0,1508,0,974,0,1
1954,1896,0,0,20,130,0,965,0,0,2874,0,1886,0,1
1955,1984,0,0,20,136,0,1008,0,0,3008,0,1972,0,1
1956,996,0,0,10,62,0,503,0,0,1511,0,990,0,1
1957,1924,0,0,20,90,0,970,0,0,2901,0,1912,0,1
1958,1996,0,0,20,88,0,1007,0,0,3011,0,1982,0,1
1959,956,0,0,8,106,0,487,0,0,1464,0,952,0,1
1960,1958,0,0,18,136,0,996,0,0,2967,0,1944,0,1
1961,1956,0,0,18,86,0,986,0,0,2951,0,1950,0,1
1962,996,0,0,10,62,0,503,0,0,1513,0,986,0,1
1963,1908,0,0,20,94,0,962,0,0,2881,0,1896,0,1
1964,1994,0,0,20,132,0,1015,0,0,3024,0,1982,0,1
1965,998,0,0,10,84,0,503,0,0,1525,0,993,0,1
1966,1900,0,0,20,130,0,959,0,0,2878,0,1890,0,1
1967,1998,0,0,20,86,0,1007,0,0,3014,0,1982,0,1
1968,950,0,0,10,86,0,485,0,0,1444,0,944,0,1
1969,1952,0,0,20,116,0,993,0,0,2946,0,1936,0,1
1970,1940,0,0,18,132,0,987,0,0,2940,0,1928,0,1
1971,996,0,0,10,84,0,502,0,0,1524,0,986,0,1
1972,1906,0,0,20,114,0,962,0,0,2890,0,1896,0,1
1973,1996,0,0,20,86,0,1006,0,0,3012,0,1980,0,1
1974,996,0,0,10,84,0,509,0,0,1513,0,990,0,1
1975,1896,0,0,20,120,0,966,0,0,2863,0,1888,0,1
1976,1996,0,0,20,112,0,1006,0,0,3022,0,1980,0,1
1977,974,0,0,10,64,0,491,0,0,1478,0,968,0,1
1978,1972,0,0,20,112,0,1002,0,0,2977,0,1960,0,1
1979,1911,0,0,18,110,0,973,0,0,2885,0,1898,0,1
1980,992,0,0,10,84,0,501,0,0,1518,0,988,0,1
1981,1907,0,0,20,116,0,963,0,0,2890,0,1894,0,1
1982,1990,0,0,20,108,0,1004,0,0,3016,0,1978,0,1
1983,990,0,0,10,84,0,504,0,0,1504,0,984,0,1
1984,1912,0,0,20,112,0,973,0,0,2888,0,1898,0,1
1985,1990,0,0,20,112,0,1012,0,0,3003,0,1978,0,1
1986,968,0,0,10,64,0,489,0,0,1469,0,958,0,1
1987,1970,0,0,20,94,0,994,0,0,2972,0,1964,0,1
1988,1920,0,0,20,124,0,975,0,0,2900,0,1908,0,1
1989,988,0,0,10,106,0,504,0,0,1515,0,984,0,1
1990,1899,0,0,20,136,0,966,0,0,2880,0,1888,0,1
1991,1988,0,0,20,108,0,1003,0,0,3012,0,1970,0,1
1992,998,0,0,10,64,0,504,0,0,1514,0,988,0,1
1993,1912,0,0,20,84,0,966,0,0,2884,0,1906,0,1
1994,1998,0,0,20,112,0,1015,0,0,3016,0,1982,0,1
1995,964,0,0,10,64,0,487,0,0,1463,0,958,0,1
1996,1960,0,0,18,90,0,989,0,0,2958,0,1948,0,1
1997,1950,0,0,20,88,0,982,0,0,2940,0,1930,0,1
1998,964,0,0,10,108,0,491,0,0,1478,0,956,0,1
1999,1938,0,0,20,136,0,986,0,0,2939,0,1924,0,1
2000,1964,0,0,20,140,0,998,0,0,2978,0,1948,0,1
2001,996,0,0,10,62,0,503,0,0,1511,0,992,0,1
2002,1922,0,0,20,90,0,969,0,0,2900,0,1914,0,1
2003,1996,0,0,20,94,0,1007,0,0,3011,0,1978,0,1
2004,976,0,0,10,110,0,496,0,0,1495,0,968,0,1
2005,1901,0,0,18,136,0,968,0,0,2881,0,1904,0,1
2006,1956,0,0,20,90,0,987,0,0,2954,0,1954,0,1
2007,1000,0,0,10,64,0,505,0,0,1517,0,990,0,1
2008,1896,0,0,20,88,0,957,0,0,2864,0,1886,0,1
2009,2000,0,0,20,140,0,1017,0,0,3031,0,1984,0,1
2010,1000,0,0,10,92,0,504,0,0,1531,0,992,0,1
2011,1896,0,0,20,112,0,956,0,0,2872,0,1884,0,1
2012,2000,0,0,20,92,0,1008,0,0,3018,0,1990,0,1
2013,968,0,0,10,90,0,494,0,0,1474,0,962,0,1
2014,1900,0,0,20,118,0,967,0,0,2868,0,1890,0,1
2015,1968,0,0,20,138,0,1001,0,0,2985,0,1948,0,1
2016,990,0,0,10,84,0,500,0,0,1513,0,986,0,1
2017,1912,0,0,20,110,0,964,0,0,2898,0,1914,0,1
2018,1990,0,0,20,96,0,1003,0,0,3003,0,1980,0,1
2019,996,0,0,10,88,0,508,0,0,1516,0,990,0,1
2020,1897,0,0,20,110,0,966,0,0,2864,0,1884,0,1
2021,1995,0,0,20,114,0,1006,0,0,3023,0,1984,0,1
2022,990,0,0,10,86,0,504,0,0,1506,0,990,0,1
2023,1862,0,0,20,116,0,948,0,0,2812,0,1862,0,1
2024,1988,0,0,20,120,0,1012,0,0,3005,0,1974,0,1
2025,968,0,0,10,88,0,488,0,0,1481,0,976,0,1
2026,1944,0,0,20,114,0,982,0,0,2946,0,1944,0,1
2027,1968,0,0,20,112,0,992,0,0,2980,0,1962,0,1
2028,984,0,0,10,84,0,501,0,0,1496,0,980,0,1
2029,1923,0,0,20,112,0,978,0,0,2903,0,1912,0,1
2030,1982,0,0,20,118,0,1008,0,0,2996,0,1972,0,1
2031,980,0,0,10,62,0,495,0,0,1489,0,978,0,1
2032,1896,0,0,20,100,0,956,0,0,2859,0,1896,0,1
2033,1980,0,0,20,108,0,1006,0,0,2991,0,1982,0,1
2034,992,0,0,10,106,0,505,0,0,1520,0,986,0,1
2035,1894,0,0,20,128,0,963,0,0,2872,0,1884,0,1
2036,1990,0,0,20,110,0,1004,0,0,3015,0,1980,0,1
2037,980,0,0,10,62,0,494,0,0,1487,0,978,0,1
2038,1948,0,0,20,88,0,983,0,0,2937,0,1946,0,1
2039,1980,0,0,20,108,0,1006,0,0,2989,0,1960,0,1
2040,990,0,0,10,64,0,500,0,0,1502,0,984,0,1
2041,1932,0,0,20,92,0,974,0,0,2914,0,1920,0,1
2042,1992,0,0,20,94,0,1005,0,0,3005,0,1978,0,1
2043,992,0,0,10,106,0,505,0,0,1520,0,990,0,1
2044,1884,0,0,20,130,0,960,0,0,2858,0,1868,0,1
2045,1992,0,0,20,134,0,1012,0,0,3019,0,1978,0,1
2046,1000,0,0,10,64,0,505,0,0,1517,0,996,0,1
2047,1913,0,0,20,88,0,965,0,0,2886,0,1900,0,1
2048,2000,0,0,20,102,0,1009,0,0,3017,0,1986,0,1
2049,996,0,0,10,106,0,506,0,0,1524,0,990,0,1
2050,1892,0,0,20,132,0,963,0,0,2867,0,1876,0,1
2051,1996,0,0,20,90,0,1006,0,0,3011,0,1988,0,1
2052,988,0,0,10,62,0,499,0,0,1501,0,980,0,1
2053,1924,0,0,20,94,0,970,0,0,2901,0,1914,0,1
2054,1988,0,0,20,130,0,1011,0,0,3014,0,1972,0,1
2055,982,0,0,8,82,0,495,0,0,1501,0,980,0,1
2056,1930,0,0,18,110,0,973,0,0,2923,0,1922,0,1
2057,1982,0,0,18,96,0,1000,0,0,2991,0,1978,0,1
2058,984,0,0,10,84,0,502,0,0,1495,0,976,0,1
2059,1922,0,0,20,112,0,978,0,0,2902,0,1912,0,1
2060,1984,0,0,20,108,0,1000,0,0,3004,0,1978,0,1
2061,994,0,0,10,84,0,501,0,0,1521,0,986,0,1
2062,1909,0,0,20,114,0,963,0,0,2893,0,1906,0,1
2063,1992,0,0,20,92,0,1005,0,0,3008,0,1980,0,1
2064,954,0,0,8,84,0,486,0,0,1450,0,948,0,1
2065,1954,0,0,18,116,0,994,0,0,2950,0,1948,0,1
2066,1954,0,0,18,110,0,985,0,0,2959,0,1940,0,1
2067,996,0,0,10,84,0,507,0,0,1513,0,988,0,1
2068,1900,0,0,20,114,0,967,0,0,2870,0,1890,0,1
2069,1996,0,0,20,110,0,1015,0,0,3013,0,1978,0,1
2070,984,0,0,10,84,0,496,0,0,1506,0,978,0,1
2071,1922,0,0,20,116,0,971,0,0,2914,0,1906,0,1
2072,1984,0,0,20,110,0,1000,0,0,3005,0,1972,0,1
2073,950,0,0,10,108,0,484,0,0,1456,0,944,0,1
2074,1948,0,0,20,144,0,990,0,0,2954,0,1930,0,1
2075,1932,0,0,18,120,0,975,0,0,2928,0,1918,0,1
2076,1000,0,0,10,64,0,504,0,0,1517,0,998,0,1
2077,1906,0,0,20,88,0,963,0,0,2876,0,1892,0,1
2078,2000,0,0,20,118,0,1016,0,0,3019,0,1986,0,1
2079,992,0,0,10,106,0,506,0,0,1521,0,986,0,1
2080,1899,0,0,20,118,0,958,0,0,2878,0,1884,0,1
2081,1992,0,0,20,110,0,1005,0,0,3018,0,1972,0,1
2082,962,0,0,10,110,0,489,0,0,1475,0,956,0,1
2083,1962,0,0,20,142,0,998,0,0,2975,0,1950,0,1
2084,1920,0,0,18,130,0,976,0,0,2912,0,1908,0,1
2085,990,0,0,10,62,0,500,0,0,1502,0,982,0,1
2086,1938,0,0,20,94,0,977,0,0,2924,0,1928,0,1
2087,1988,0,0,20,86,0,1003,0,0,2999,0,1968,0,1
2088,968,0,0,10,106,0,492,0,0,1484,0,964,0,1
2089,1934,0,0,20,140,0,983,0,0,2933,0,1928,0,1
2090,1968,0,0,20,114,0,992,0,0,2982,0,1956,0,1
2091,968,0,0,10,64,0,489,0,0,1471,0,958,0,1
2092,1966,0,0,18,98,0,992,0,0,2970,0,1958,0,1
2093,1914,0,0,20,142,0,974,0,0,2905,0,1908,0,1
2094,994,0,0,10,110,0,506,0,0,1524,0,986,0,1
2095,1900,0,0,20,116,0,958,0,0,2881,0,1894,0,1
2096,1994,0,0,20,88,0,1005,0,0,3010,0,1980,0,1
2097,996,0,0,10,62,0,503,0,0,1511,0,988,0,1
2098,1908,0,0,20,86,0,962,0,0,2879,0,1898,0,1
2099,1996,0,0,20,136,0,1015,0,0,3025,0,1984,0,1
2100,974,0,0,10,86,0,491,0,0,1489,0,966,0,1
2101,1958,0,0,18,118,0,987,0,0,2965,0,1952,0,1
2102,1924,0,0,20,88,0,970,0,0,2899,0,1910,0,1
2103,996,0,0,10,88,0,507,0,0,1516,0,989,0,1
2104,1898,0,0,20,118,0,965,0,0,2869,0,1880,0,1
2105,1996,0,0,20,118,0,1006,0,0,3025,0,1976,0,1
